,area_shp
1073,5.286434492840755e-05
1074,1.684645562761487e-05
1075,0.00010593386603816652
1076,6.899442661394088e-05
1077,1.789609666858234e-05
1078,3.567205935348315e-05
1079,0.00016563379113196375
1080,0.00018387196462383762
1081,3.224723133322195e-05
1082,6.637942198212156e-05
1083,3.079219408532073e-05
1084,0.00017732991664970866
1085,5.044487877981961e-05
1086,0.0001156413294193271
1087,7.958507237015675e-05
1088,5.4917803611281526e-05
1089,6.787862847358572e-05
1090,0.00017438195261487013
1091,5.96051857207174e-05
1092,0.0001920064991723226
1093,2.8299996034545635e-05
1094,3.5340150414916596e-05
1095,2.8844839566877564e-05
1096,2.010635124957201e-05
1097,4.228984619826161e-05
1098,4.312853727040755e-05
1099,0.00014038783563880827
1100,0.00013866403520514773
1101,5.840302793030183e-05
1102,6.476373896404595e-05
1103,4.3513361718652686e-05
1104,3.483333457431755e-05
1105,0.0001889432831530615
1106,4.717002293120749e-05
1107,0.00017029862985074056
1108,4.484103554848159e-05
1109,3.349554850425777e-05
1110,9.72093014128374e-05
1111,6.70535991496742e-05
1112,9.056262324043423e-05
1113,4.849520330071338e-05
1114,0.00013402933472954812
1115,0.00010110858000029465
1116,9.265061646238827e-05
1117,3.021470927713883e-05
1118,9.746289071750657e-05
1119,7.365525740486499e-05
1120,8.591195999933062e-05
1121,3.946633885107068e-05
1122,2.1846041415271515e-05
1123,5.127354568420508e-05
1124,5.17501604028084e-05
1125,1.538929544771348e-05
1126,1.3321449601316902e-05
1127,2.8246785650641258e-05
1128,2.2934325857600713e-05
1129,0.00017064246303154473
1130,2.37346383209942e-05
1131,4.640668759146083e-05
1132,4.8312942621615516e-05
1133,2.762405853601296e-05
1134,6.20352356093961e-05
1135,0.00018342410352727734
1136,0.00016828766685257683
1137,1.2781561296483849e-05
1138,3.761120279378813e-05
1139,3.7102480872258494e-05
1140,5.102309369733348e-05
1141,5.191564492692395e-05
1142,0.00016052256809628593
1143,9.258636792484646e-05
1144,0.00014687369507404105
1145,0.00011364102805883632
1146,8.447654141241387e-05
1147,4.374786713485203e-05
1148,0.00018854601614968404
1149,2.7233952704780593e-05
1150,4.575866939664162e-05
1151,6.32025045917877e-05
1152,4.917134428603636e-05
1153,0.00011847773327119155
1154,3.3711051617693135e-05
1155,5.026830149121829e-05
1156,4.428570389277206e-05
1157,2.328991102379495e-05
1158,6.633431281905075e-05
1159,4.996285197198899e-05
1160,4.6270139061325656e-05
1161,1.9257510226081155e-05
1162,3.628658309060941e-05
1163,3.54115708488724e-05
1164,0.00017229272858369234
1165,2.371657514252617e-05
1166,6.820364024822504e-05
1167,0.00016506306410640238
1168,0.00013641649327236394
1169,0.00013122169822723238
1170,3.131883099843721e-05
1171,0.00011750115897959247
1172,0.00013397648976688298
1173,0.00014633700726465678
1174,6.983618945601891e-05
1175,2.6845674551444742e-05
1176,9.349093259694573e-05
1177,1.5949558374908725e-05
1178,2.0842881647629395e-05
1179,5.051024095706162e-05
1180,2.2030594310865427e-05
1181,2.8471163541986976e-05
1182,0.00018486473453115614
1183,9.193426124528764e-05
1184,0.00010302126128034885
1185,5.73224733121251e-05
1186,6.211137498222896e-05
1187,0.00012451451242292752
1188,7.789662917295939e-05
1189,5.699088437375064e-05
1190,0.00017379943581845813
1191,6.222167679649172e-05
1192,4.314844178772779e-05
1193,9.471698987390145e-05
1194,0.00019527166825729955
1195,0.0001667550757093822
1196,4.532910128143715e-05
1197,3.530137065402404e-05
1198,4.588570636295263e-05
1199,0.00017820234956409132
1200,0.00015273193653634557
1201,5.921482302084489e-05
1202,4.559619796074356e-05
1203,8.826723496035399e-05
1204,0.000117389170515737
1205,5.490539403536286e-05
1206,0.0001028424323033861
1207,7.140776663008064e-05
1208,4.519610209534828e-05
1209,5.4165292229323226e-05
1210,0.00018391372100655422
1211,0.00015057320062898495
1212,3.2422056682076685e-05
1213,9.335113598110164e-05
1214,0.00011743764468734946
1215,0.00010706917259878535
1216,2.671379629206533e-05
1217,1.4333714612652772e-05
1218,8.38345505064801e-05
1219,5.789872795093753e-05
1220,6.340612017629139e-05
1221,7.236482593498111e-05
1222,0.00011058771164476421
1223,0.0001480723268083052
1224,0.00014293283004120167
1225,6.408576118901339e-05
1226,0.0001502463780231047
1227,3.9344821375539695e-05
1228,7.259099066964698e-05
1229,0.00011735084605691424
1230,4.671218461533377e-05
1231,0.00017732983208436853
1232,4.918731735809542e-05
1233,4.86268507169187e-05
1234,2.9249345800366217e-05
1235,6.0048875108864806e-05
1236,5.658209181345745e-05
1237,6.827690094701631e-05
1238,0.00016539373394613142
1239,0.00020158335570180267
1240,2.75499807612215e-05
1241,6.68111302453643e-05
1242,0.00012732873099972146
1243,4.726090073043434e-05
1244,3.17021730657835e-05
1245,6.761633357713268e-05
1246,0.00013188041782016618
1247,0.00010768841151223344
1248,7.72774724252904e-05
1249,1.786376631572335e-05
1250,0.00015045473930719883
1251,1.4824486730011034e-05
1252,2.877092361264983e-05
1253,5.073478586782817e-05
1254,3.0915806266796584e-05
1255,8.79486456643554e-05
1256,7.180585643446859e-05
1257,9.248201207965545e-05
1258,5.909929453545185e-05
1259,1.59668779305041e-05
1260,6.584869827032704e-05
1261,0.00018781575185034598
1262,3.83185759409142e-05
1263,0.00014180624957213343
1264,7.58806162532599e-05
1265,0.00010034997271415079
1266,0.00014433074623036718
1267,0.00016310696031249865
1268,3.441111035630948e-05
1269,1.6201989181870332e-05
1270,0.00012307757017242265
1271,6.539262665927987e-05
1272,2.5692117178917144e-05
1273,2.9141965287197448e-05
1274,6.58891401099845e-05
1275,4.1438662183985906e-05
1276,0.00016779906643728156
1277,3.516987834652027e-05
1278,0.00015404286203237044
1279,0.00017204166880201803
1280,9.967126557960627e-05
1281,2.732071378767842e-05
1282,8.336431631361903e-05
1283,0.00017081959247663975
1284,1.5576124548266816e-05
1285,4.2522844276794144e-05
1286,5.0477553905727984e-05
1287,3.253908161622431e-05
1288,5.910346576688908e-05
1289,3.0755167316458214e-05
1290,6.626544325226854e-05
1291,8.109138338647281e-05
1292,2.367974798377859e-05
1293,4.972027562438315e-05
1294,3.315540718490118e-05
1295,0.00015628687375260678
1296,4.252072288474274e-05
1297,7.963415030291622e-05
1298,5.398099938224949e-05
1299,4.2317154218201884e-05
1300,7.522866333218838e-05
1301,0.00017828612351551896
1302,0.0001407206721328315
1303,3.174204171412041e-05
1304,3.438045749377405e-05
1305,2.6510743022915305e-05
1306,3.656339629285019e-05
1307,8.763988336865492e-05
1308,2.8003890822351922e-05
1309,5.050741576229594e-05
1310,2.2412965639787093e-05
1311,3.360176122692248e-05
1312,6.961967827597491e-05
1313,4.148464461559371e-05
1314,0.0001647834708833847
1315,6.513045815522721e-05
1316,0.00018662306460643039
1317,4.728234529487281e-05
1318,6.019122888887951e-05
1319,2.5669721784389606e-05
1320,3.625837684890349e-05
1321,0.00012993291875594776
1322,4.6062359283356735e-05
1323,7.912455542239538e-05
1324,0.00015846816947551686
1325,2.003286204818315e-05
1326,5.447035141864811e-05
1327,0.00011863726218645277
1328,0.00010766632662339491
1329,9.54454408951352e-05
1330,4.473554147895532e-05
1331,9.047541131526413e-05
1332,2.7971050983737625e-05
1333,0.00010495550452108002
1334,4.3553924787120866e-05
1335,9.393316227505225e-05
1336,7.536228666688777e-05
1337,2.7004088356808555e-05
1338,0.0001003925716366775
1339,4.5427153269516406e-05
1340,6.31498701119334e-05
1341,3.271883331468521e-05
1342,2.6843825335254702e-05
1343,4.567021588246764e-05
1344,6.17535194681258e-05
1345,0.00012366800646685327
1346,5.6348754795120343e-05
1347,2.7874974200265994e-05
1348,0.00015689178393627406
1349,5.043530909477879e-05
1350,2.9525992605001177e-05
1351,2.54711435009108e-05
1352,6.642622551570662e-05
1353,6.32609333070548e-05
1354,1.4521979877405031e-05
1355,9.638561592063876e-05
1356,5.3828680899251357e-05
1357,6.945183310091788e-05
1358,5.9138528497338674e-05
1359,7.784524111928944e-05
1360,4.186422257399405e-05
1361,6.863867313362884e-05
1362,3.359026325465043e-05
1363,0.00012046555856070894
1364,4.817852650328035e-05
1365,3.759404540895786e-05
1366,1.982082024911913e-05
1367,0.0001371931104756904
1368,0.00015699180985643093
1369,0.00011105282409418217
1370,3.269745575416904e-05
1371,0.00014639614282953132
1372,4.430442229365533e-05
1373,2.59280082933021e-05
1374,7.784497618231209e-05
1375,8.225813562580843e-05
1376,1.579647139457183e-05
1377,8.808354734951394e-05
1378,6.418834867772819e-05
1379,9.683142968080548e-05
1380,0.00013332587941822683
1381,1.6853415384362438e-05
1382,0.00014720277132810241
1383,5.2767982061351814e-05
1384,3.84144495446632e-05
1385,5.730800021895406e-05
1386,0.0001438244621285671
1387,0.00010955150121268943
1388,3.0408693896240852e-05
1389,9.054550749641414e-05
1390,3.7717915883248926e-05
1391,4.024376945437439e-05
1392,8.396024546210972e-05
1393,0.00012031128919300877
1394,2.1959893758180957e-05
1395,2.8821049944965936e-05
1396,6.548178165268453e-05
1397,1.8529032357065593e-05
1398,1.8319980037981516e-05
1399,0.00010418053338770389
1400,0.00016437820025761525
1401,2.1929161725039095e-05
1402,1.5147921934539965e-05
1403,4.488438839993251e-05
1404,2.1494204759273015e-05
1405,0.000151104026967904
1406,2.9219582357091795e-05
1407,1.7440105859639616e-05
1408,2.4889121529278267e-05
1409,4.487581205375345e-05
1410,0.00015787132080833519
1411,0.00011845678699321812
1412,6.600515624855376e-05
1413,5.7004913867326904e-05
1414,0.00013284219981104755
1415,0.0001075138277127192
1416,0.00016510860654634304
1417,4.454033270611731e-05
1418,2.0483910566459348e-05
1419,0.00018608910352060435
1420,6.611197607288257e-05
1421,0.00011395152089675546
1422,5.760565350552271e-05
1423,0.00017013305690063868
1424,2.0544583856547936e-05
1425,0.0001275352207685787
1426,3.1780684734117386e-05
1427,1.8284369734054655e-05
1428,1.5130444109804796e-05
1429,8.101516936130187e-05
1430,3.684732734316001e-05
1431,5.613699490403741e-05
1432,3.1056606319886167e-05
1433,7.469317591179973e-05
1434,2.0274239526927053e-05
1435,4.3291366536037175e-05
1436,2.747139442277011e-05
1437,7.921729253031708e-05
1438,5.145246869005003e-05
1439,8.601328466597548e-05
1440,0.0001013224192787668
1441,3.6198440696882444e-05
1442,0.00015689754404011393
1443,0.00014775787072329266
1444,8.14949191911058e-05
1445,6.430504878153235e-05
1446,0.00010530407603470358
1447,0.00018328007394428464
1448,0.00012517614848794311
1449,2.9411455343112215e-05
1450,8.583447804506608e-05
1451,1.6357816170853e-05
1452,6.539011521310401e-05
1453,5.81127638660325e-05
1454,1.5176377435288547e-05
1455,0.00013095691710697437
1456,0.00010919416936705426
1457,6.646945835420305e-05
1458,2.819424421856617e-05
1459,0.00013415222238315926
1460,7.510444980726418e-05
1461,5.0952140497907636e-05
1462,7.552823103434878e-05
1463,6.516662270431172e-05
1464,1.8560096684102617e-05
1465,3.6103759630073636e-05
1466,6.408951038947549e-05
1467,3.197542308156458e-05
1468,8.16616552169975e-05
1469,9.885809068832535e-05
1470,3.186681448720279e-05
1471,0.00013119764271478113
1472,6.301467604119188e-05
1473,8.817387335233953e-05
1474,0.00015989547456828426
1475,0.00012171862931332835
1476,0.00015664432902979622
1477,0.00018641863158661
1478,9.338829943889278e-05
1479,6.895651813106798e-05
1480,5.340997453989842e-05
1481,6.490056565095718e-05
1482,6.088606984887753e-05
1483,0.00017566520290722467
1484,7.692736814507034e-05
1485,5.169822268867249e-05
1486,2.6132074633200346e-05
1487,8.714201340292104e-05
1488,0.0001119508038810673
1489,4.69122878253187e-05
1490,1.965061296183247e-05
1491,2.7243401479756124e-05
1492,9.8071030572485e-05
1493,2.0693995882088973e-05
1494,8.088984572027932e-05
1495,6.791614757831939e-05
1496,7.787925412943614e-05
1497,7.132759010066868e-05
1498,0.00010953764118186242
1499,0.0001281407145345922
1500,8.707761411352725e-05
1501,1.2711795347333997e-05
1502,8.132208188691505e-05
1503,4.53520474571866e-05
1504,5.863354008589502e-05
1505,3.338565388558293e-05
1506,5.414585684458299e-05
1507,2.9508526889271277e-05
1508,0.00014158269691538555
1509,1.9682752056354877e-05
1510,3.323493102433253e-05
1511,0.00012461361651080463
1512,0.00014732855919421162
1513,2.479621405107752e-05
1514,0.00013155432452142707
1515,2.7066822344315823e-05
1516,4.824643092819371e-05
1517,0.0001530539656801996
1518,0.00014108151288464845
1519,4.631561934052588e-05
1520,2.2956230863419034e-05
1521,3.884212330323968e-05
1522,3.191728528658122e-05
1523,0.00015964502745586517
1524,7.527254998669683e-05
1525,0.00010001641112058571
1526,9.827213596468523e-05
1527,0.00012758035566748678
1528,0.00019622307230762005
1529,4.591129364551674e-05
1530,2.99077767835341e-05
1531,0.00011024693033722791
1532,2.226897663643226e-05
1533,4.4917111571012564e-05
1534,1.8290334816704123e-05
1535,6.144400613762882e-05
1536,7.918705954964832e-05
1537,0.00010909939739854547
1538,2.2302998768925218e-05
1539,8.686649927351747e-05
1540,5.106291972401075e-05
1541,1.7643427381200976e-05
1542,2.8617567317976153e-05
1543,6.781847826744012e-05
1544,0.0001394823751636402
1545,0.00016566063357661458
1546,2.4389525842205472e-05
1547,0.0001504870261940524
1548,5.960535996761613e-05
1549,2.6046638294182992e-05
1550,0.00018824818206146664
1551,5.711875670288106e-05
1552,7.207319861599995e-05
1553,0.00010913791244813001
1554,8.270818422685734e-05
1555,5.9635183345097955e-05
1556,8.297835213381593e-05
1557,1.6371516519274654e-05
1558,4.536619172045704e-05
1559,3.1913991455173444e-05
1560,2.227248019340555e-05
1561,5.4509924929753436e-05
1562,0.0001438820080031613
1563,6.559741115176319e-05
1564,0.00012073789016959016
1565,8.791974113381481e-05
1566,3.429818621993248e-05
1567,0.00011668050049909098
1568,0.00013559879559687274
1569,0.00010309398888932546
1570,1.3682965037561681e-05
1571,2.3375584692134148e-05
1572,2.051339925409441e-05
1573,0.0001622220122956611
1574,6.360106329497717e-05
1575,3.595550566977493e-05
1576,6.351407914820038e-05
1577,8.79056498646414e-05
1578,0.00014101781494378258
1579,0.00018004882746193343
1580,6.817433921972645e-05
1581,4.7011071748397616e-05
1582,3.16953656009372e-05
1583,9.606633527393206e-05
1584,4.8630537204275225e-05
1585,0.00013390937379504758
1586,9.83959170045694e-05
1587,5.0178641893654e-05
1588,8.465435192716687e-05
1589,6.863456695172842e-05
1590,3.56506162501061e-05
1591,7.231327787539306e-05
1592,2.5892941675415615e-05
1593,6.942759943145963e-05
1594,7.593178257049392e-05
1595,2.11974200188106e-05
1596,1.707478878463553e-05
1597,0.00017648122675376708
1598,9.317677977128631e-05
1599,1.7438302369205013e-05
1600,2.137783215563422e-05
1601,0.00010087592079399968
1602,0.00013629660304068688
1603,0.00015529470877013906
1604,5.849499375880789e-05
1605,9.678311433246353e-05
1606,2.8207918703137632e-05
1607,5.926375605719751e-05
1608,0.00011583985771028916
1609,4.8038351816757594e-05
1610,0.0001445115374581418
1611,0.00018115469820782353
1612,9.154516124581376e-05
1613,0.00016598371143926901
1614,0.00012626879983356496
1615,5.1631844382610227e-05
1616,5.5695540383143405e-05
1617,3.506162459639382e-05
1618,4.226602989077013e-05
1619,6.046588906206769e-05
1620,7.040311687111867e-05
1621,0.00015287567473505794
1622,1.5655098143921272e-05
1623,0.00017724158890727773
1624,1.4932464739326865e-05
1625,0.00014488573998812436
1626,0.00012358162927722245
1627,5.3418407522114865e-05
1628,5.833141251710855e-05
1629,2.1155538840193192e-05
1630,0.00016370032366154653
1631,0.00010534337584909952
1632,0.0001633207195045366
1633,0.00010969409507428861
1634,5.344045517331993e-05
1635,4.563352408008911e-05
1636,3.500373404696544e-05
1637,2.1595569459118067e-05
1638,0.00014303386240127573
1639,3.6029749091429535e-05
1640,0.0001632703430949871
1641,0.00013248934429366027
1642,2.575932858306203e-05
1643,2.210692399032907e-05
1644,3.451146276796179e-05
1645,9.622247792763813e-05
1646,5.8378839044972155e-05
1647,5.9865700632023925e-05
1648,0.00010835347851602688
1649,8.544635192545508e-05
1650,0.00010321864637928769
1651,4.197674513901757e-05
1652,2.1271751145617135e-05
1653,0.00012016039654414563
1654,0.00011165595268467435
1655,3.681075414524844e-05
1656,4.080130413504097e-05
1657,7.53124777487215e-05
1658,1.3376305653653453e-05
1659,9.225928650217557e-05
1660,6.60822049422623e-05
1661,2.4426980547767327e-05
1662,9.050164049105965e-05
1663,0.0001595185348063749
1664,7.740112314980405e-05
1665,4.953018105465767e-05
1666,9.625591840810608e-05
1667,4.2517269259777574e-05
1668,0.00016589066261616886
1669,4.3627419487862504e-05
1670,3.0460817620499306e-05
1671,3.537741816774563e-05
1672,8.16935206827244e-05
1673,2.6448183028703357e-05
1674,3.4032996407898555e-05
1675,0.0001578555455064266
1676,0.00014678875456123922
1677,2.3807562970556858e-05
1678,2.9024186834792692e-05
1679,7.55429578947927e-05
1680,4.7732503097864024e-05
1681,4.487581205375345e-05
1682,2.3872464251037334e-05
1683,8.90126030348457e-05
1684,0.0001904939578956697
1685,0.00010825480455860543
1686,0.00012273210218461658
1687,9.551596177235963e-05
1688,0.00013190838790799723
1689,3.4934580447108064e-05
1690,5.8239529511724116e-05
1691,1.2601780432473072e-05
1692,0.00011624591762336718
1693,7.113728359038336e-05
1694,0.0001439933440039964
1695,4.35284533118545e-05
1696,1.7906585685878313e-05
1697,0.00012905615931474033
1698,8.082759475438645e-05
1699,0.00014700505500747182
1700,0.00014631608658394941
1701,0.00016693007900500886
1702,7.015659489701111e-05
1703,4.418039764365312e-05
1704,1.7097032929338576e-05
1705,1.3363063853376812e-05
1706,4.732026308416639e-05
1707,1.3394939881436918e-05
1708,0.00012793326233724855
1709,0.00014660981468669307
1710,5.89524791241763e-05
1711,3.215036773761988e-05
1712,8.230546575306709e-05
1713,4.945059310003288e-05
1714,4.84789856231469e-05
1715,5.629393476563722e-05
1716,7.73811631399349e-05
1717,2.232614655730026e-05
1718,1.4008367871880297e-05
1719,5.477711717750265e-05
1720,5.672945637665839e-05
1721,0.00014522666756570742
1722,3.1631889691627224e-05
1723,4.984591621921399e-05
1724,3.978265893366449e-05
1725,2.7445994330110357e-05
1726,4.4760177930338566e-05
1727,1.549991250687151e-05
1728,4.161621104507121e-05
1729,4.795503037422809e-05
1730,4.346579672846275e-05
1731,6.0508291721343646e-05
1732,1.2223999153066318e-05
1733,2.238679120752957e-05
1734,0.00016310129112200025
1735,1.9661269163690374e-05
1736,0.00018379095277791218
1737,6.0468432762524124e-05
1738,0.00013376803817623207
1739,5.1139714141732254e-05
1740,2.70099120565058e-05
1741,0.0001378622689887955
1742,3.821292165550146e-05
1743,6.328714251080487e-05
1744,3.419052190706136e-05
1745,5.386388571212221e-05
1746,6.429872181103773e-05
1747,0.00015555646289308606
1748,0.0001704926454171315
1749,2.685914011238956e-05
1750,6.0766499278668424e-05
1751,3.6539453022452326e-05
1752,0.00014854706446145013
1753,4.1668564415118926e-05
1754,7.671688351576547e-05
1755,2.884045306904304e-05
1756,4.815866175095538e-05
1757,0.0001632547759106971
1758,5.666328887677717e-05
1759,9.0901331431959e-05
1760,1.6587443890661023e-05
1761,0.00010808547576741985
1762,4.348409741804102e-05
1763,0.00013597421861942348
1764,1.7076086552595695e-05
1765,0.000118731338528891
1766,2.830661045065294e-05
1767,0.00013373698095084802
1768,3.7898192491591164e-05
1769,0.0001682998873198897
1770,5.024195876821233e-05
1771,0.0001376880072696701
1772,5.248876825069095e-05
1773,0.0001602693667435561
1774,2.8362663837493382e-05
1775,1.6850412658687243e-05
1776,9.151368245896208e-05
1777,0.00011613569289554876
1778,1.541961051692837e-05
1779,9.989108909310812e-05
1780,6.818200342295083e-05
1781,3.601869158005276e-05
1782,5.8281330858789144e-05
1783,0.00014242893435232115
1784,8.118032689038509e-05
1785,4.1160725422514036e-05
1786,0.000105873990361002
1787,0.00013596035591674727
1788,0.00011833033161133763
1789,5.296927524282999e-05
1790,0.00016318857694631308
1791,6.641996689269375e-05
1792,1.3551671106938484e-05
1793,0.0001636022434027829
1794,9.228482639748493e-05
1795,2.8133524316135654e-05
1796,2.824797301097974e-05
1797,7.376013028596211e-05
1798,9.830313956675802e-05
1799,6.48812768710881e-05
1800,5.4065973466718854e-05
1801,5.1033717886689883e-05
1802,7.055531441872454e-05
1803,5.2732647695045054e-05
1804,0.0001279604833202555
1805,5.179939623838998e-05
1806,0.00010739110200203318
1807,7.015902137808274e-05
1808,5.7769958300028905e-05
1809,2.9632018561378956e-05
1810,6.425294823779705e-05
1811,4.669021754683188e-05
1812,0.00011103709508837421
1813,6.606156674572753e-05
1814,2.9884767970499457e-05
1815,0.00018193058822908777
1816,0.00013683313755356023
1817,9.600807410893515e-05
1818,9.210273766004135e-05
1819,1.6588175563834993e-05
1820,0.0001647913833234059
1821,0.00013699395859992784
1822,9.297982669105767e-05
1823,0.00017951382965436787
1824,2.5692117178917144e-05
1825,7.639715530435856e-05
1826,4.31498053572591e-05
1827,0.00012800407329874295
1828,7.997286389570906e-05
1829,4.5101686481603287e-05
1830,0.00010283006641509317
1831,7.156573752401042e-05
1832,8.848929333304126e-05
1833,0.00010488758495428729
1834,8.015331802919788e-05
1835,2.170358066063191e-05
1836,6.436362497472056e-05
1837,6.82714174277211e-05
1838,1.4405434248306828e-05
1839,1.3741230610375693e-05
1840,0.00011465589360177758
1841,0.00015574868587761324
1842,2.5629618420469488e-05
1843,7.011987432569921e-05
1844,0.0001731485469285896
1845,7.742269573941553e-05
1846,0.0001378677400859952
1847,9.603974986159902e-05
1848,1.8380825045281704e-05
1849,0.00012195997318926237
1850,3.201095555380686e-05
1851,8.710290159419804e-05
1852,3.819326236074696e-05
1853,0.00016459227976204583
1854,8.108823809771107e-05
1855,0.0001424351584955538
1856,5.800306649265187e-05
1857,0.00011851069500095166
1858,5.6490282315870466e-05
1859,1.9325552778678512e-05
1860,9.420460508628099e-05
1861,5.946073381093699e-05
1862,9.237755265046166e-05
1863,0.00011138950642969726
1864,2.880709978587721e-05
1865,4.2804797450943996e-05
1866,0.00017197512646264742
1867,3.1633908813446096e-05
1868,8.134816816236715e-05
1869,8.560895573225986e-05
1870,2.1336340418852304e-05
1871,5.850218655720083e-05
1872,3.2670670645387115e-05
1873,2.5671790988500145e-05
1874,6.044806571905642e-05
1875,4.109030805423643e-05
1876,7.226100410317574e-05
1877,8.769707697771965e-05
1878,0.00017880914842771515
1879,8.105923106806557e-05
1880,5.6514410619664045e-05
1881,7.226068290293055e-05
1882,5.397523440297946e-05
1883,2.1483271488689942e-05
1884,0.0001305138165688207
1885,9.103488482579598e-05
1886,5.29887134359228e-05
1887,4.2893408466987126e-05
1888,4.310707816321046e-05
1889,2.9401406379893473e-05
1890,7.029314412998917e-05
1891,0.00013413047765528248
1892,2.0072566539059125e-05
1893,0.00015655135593623968
1894,1.7865621362126383e-05
1895,5.1482629313573196e-05
1896,4.414375951737687e-05
1897,2.2871115030629605e-05
1898,0.00014661723447512113
1899,8.001792927396651e-05
1900,3.9468922565991e-05
1901,2.7329591140309258e-05
1902,6.700330374217583e-05
1903,4.6864168264933756e-05
1904,0.0001291928953751853
1905,0.00012081523566507987
1906,6.552723546634649e-05
1907,9.425436473556214e-05
1908,4.5546180883727966e-05
1909,3.414154423527214e-05
1910,6.60068149938545e-05
1911,4.4656435546255014e-05
1912,2.1794138351066228e-05
1913,0.0001955883148250471
1914,0.00015237636581938072
1915,3.955914608436437e-05
1916,6.551417513657031e-05
1917,6.711450176609084e-05
1918,0.00011757229649430296
1919,7.931696446107058e-05
1920,3.5018993240346993e-05
1921,1.5422552003057842e-05
1922,0.0001227568963153409
1923,4.8890662136955184e-05
1924,0.00011682317179235297
1925,3.4234876572649405e-05
1926,7.679293255247382e-05
1927,2.5509311844155376e-05
1928,1.412554426088255e-05
1929,8.264092863777346e-05
1930,5.9357048643933426e-05
1931,9.662675452448959e-05
1932,0.00019791717722340943
1933,5.2918469172855355e-05
1934,4.246995779882349e-05
1935,0.0001578716254774987
1936,6.863846158600553e-05
1937,7.917635713869606e-05
1938,9.191475577399706e-05
1939,3.5207950071433326e-05
1940,1.4047159463931776e-05
1941,7.790810412094877e-05
1942,0.00018957692635772152
1943,3.419052190706136e-05
1944,4.0186754187707516e-05
1945,4.018879583526822e-05
1946,7.527418496791071e-05
1947,1.8720501208572086e-05
1948,0.0001539450684417915
1949,0.00014404248418300455
1950,4.722108546330484e-05
1951,2.869952327887947e-05
1952,7.20259486706352e-05
1953,6.864583762892755e-05
1954,3.811619654885513e-05
1955,0.0001188329957813373
1956,4.8539949367417874e-05
1957,2.0830830137816258e-05
1958,5.5739546992701604e-05
1959,4.708944830467498e-05
1960,4.203266638338359e-05
1961,4.6999782056044004e-05
1962,8.136430935271397e-05
1963,5.0092396896974976e-05
1964,0.00017882599616346798
1965,3.0430669811349335e-05
1966,2.850518417884709e-05
1967,5.4833798137496105e-05
1968,7.82894755036825e-05
1969,0.0001229459475008047
1970,7.440000093670727e-05
1971,0.00010668597231114644
1972,5.214574225126596e-05
1973,5.1597795882227345e-05
1974,0.0001088028537144921
1975,6.970953731560633e-05
1976,3.0780147643950424e-05
1977,0.00016122950036569266
1978,2.2469679915049115e-05
1979,3.47301083334936e-05
1980,7.615784060835741e-05
1981,2.4938197949267052e-05
1982,2.6412870115971787e-05
1983,1.9229638536693994e-05
1984,6.807464675454003e-05
1985,5.079531899054781e-05
1986,2.0126676487794066e-05
1987,3.208440224833297e-05
1988,2.3787067004405494e-05
1989,0.00015578614809026796
1990,7.65685954273775e-05
1991,9.536419803374712e-05
1992,0.0001058365576783045
1993,0.00017732587776042678
1994,2.0847225635511118e-05
1995,0.00013038824052357453
1996,0.00014586040124507963
1997,0.00012468548445290734
1998,5.3289803237633746e-05
1999,0.0001415043911631523
2000,2.4476856318981785e-05
2001,3.580037831260467e-05
2002,6.701897097898164e-05
2003,1.3397335195963278e-05
2004,2.782867425203423e-05
2005,0.00011513532511408951
2006,6.690891303249861e-05
2007,0.00015604465353163366
2008,6.895871554498555e-05
2009,1.4038552928571503e-05
2010,0.00016588325277513911
2011,1.7113382116743578e-05
2012,4.694096519035751e-05
2013,9.064102153103104e-05
2014,7.121565512536143e-05
2015,4.408271202965032e-05
2016,2.5830828335655528e-05
2017,5.215104410488147e-05
2018,5.932911254180661e-05
2019,2.10932617723182e-05
2020,0.00010886370329974709
2021,0.00012146166570197073
2022,0.00011517003768182859
2023,9.885130120682319e-05
2024,2.2967536186446854e-05
2025,4.3788297868338876e-05
2026,0.00013477668160347513
2027,0.00011309163753587074
2028,0.0001263091445808087
2029,4.765935487501899e-05
2030,0.00011642502724740224
2031,8.390582441641646e-05
2032,4.6900344309372654e-05
2033,3.514488486119067e-05
2034,6.963594353372791e-05
2035,4.3379491615956554e-05
2036,4.254899687802906e-05
2037,8.033245340128501e-05
2038,0.0001695815071686256
2039,0.00016596845808245837
2040,5.330185530045759e-05
2041,1.6300628510604292e-05
2042,1.8418930407986527e-05
2043,7.282900934226327e-05
2044,2.2852603417315264e-05
2045,1.3886839301839073e-05
2046,1.3923645410982456e-05
2047,0.0001813666787777457
2048,9.6012251310343e-05
2049,2.725720669353493e-05
2050,1.3801317793602093e-05
2051,6.77372744798761e-05
2052,5.068786221432824e-05
2053,6.06757711046321e-05
2054,2.928895113765605e-05
2055,5.382180069435042e-05
2056,0.00014509012311282878
2057,5.368250512247504e-05
2058,7.085749618711761e-05
2059,0.00016240075576982697
2060,3.783659068584488e-05
2061,9.740104925429424e-05
2062,9.159630118542917e-05
2063,0.00014439078005390284
2064,0.00017390138881993186
2065,9.102129510715827e-05
2066,5.350858568700555e-05
2067,5.877596941269901e-05
2068,3.0588458952105675e-05
2069,4.924309273220764e-05
2070,1.3606510318611433e-05
2071,9.487645046649062e-05
2072,8.651122234051576e-05
2073,4.0727692402624275e-05
2074,7.66393806930002e-05
